100	0
600	0
1100	0
1600	0
2100	0
2600	0
3100	0
3600	0
4100	0
4600	0
5100	0
5600	0
6100	0
6600	0
7100	0
7600	0
8100	0
8600	0
9100	0
9600	0
10100	0
10600	0
11100	0
11600	0
12100	0
12600	0
13100	0
13600	0
14100	16
14600	0
15100	0
15600	0
16100	0
16600	0
17100	0
17600	0
18100	16
18600	0
19100	0
19600	0
20100	0
20600	0
21100	15
21600	0
22100	0
22600	0
23100	0
23600	0
24100	0
24600	16
25100	0
25600	0
26100	0
26600	0
27100	0
27600	16
28100	0
28600	0
29100	0
29600	0
30100	0
30600	15
31100	0
31600	0
32100	0
32600	0
33100	31
33600	0
34100	0
34600	0
35100	0
35600	0
36100	0
36600	16
37100	0
37600	0
38100	0
38600	15
39100	0
39600	16
40100	0
40600	0
41100	16
41600	0
42100	0
42600	0
43100	15
43600	0
44100	16
44600	0
45100	0
45600	0
46100	15
46600	0
47100	0
47600	16
48100	0
48600	0
49100	16
49600	0
50100	0
50600	15
51100	0
51600	16
52100	0
52600	0
53100	16
53600	0
54100	0
54600	15
55100	0
55600	0
56100	16
56600	0
57100	15
57600	0
58100	16
58600	16
59100	15
59600	16
60100	16
60600	0
61100	15
61600	0
62100	0
62600	0
63100	15
63600	0
64100	16
64600	0
65100	16
65600	15
66100	16
66600	0
67100	16
67600	15
68100	16
68600	15
69100	0
69600	16
70100	0
70600	16
71100	0
71600	15
72100	0
72600	0
73100	0
73600	16
74100	0
74600	15
75100	16
75600	15
76100	0
76600	0
77100	0
77600	15
78100	16
78600	16
79100	0
79600	0
80100	16
80600	0
81100	15
81600	0
82100	0
82600	16
83100	0
83600	15
84100	0
84600	16
85100	0
85600	16
86100	15
86600	16
87100	15
87600	16
88100	16
88600	15
89100	0
89600	32
90100	0
90600	15
91100	16
91600	0
92100	0
92600	16
93100	0
93600	16
94100	15
94600	0
95100	16
95600	16
96100	15
96600	16
97100	15
97600	0
98100	0
98600	16
99100	15
99600	16
